Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S xxx	xxx	0	0	T	Daugaard-Hansen	xon	np	np	np	np	"'Coming Home' the Return and Reintegration of Belizean Returnees from the United States to Belize, Central America"	np	np	np	PhD thesis for University of Florida	Gainesville	USA	2007	np	F. Daugaard-Hansen	np	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UFE0024672/00001 	###	
S 352	352	0	0	P	Davidson	11	np	np	1	vols	"Historical Geography of the Bay Islands, Honduras: Anglo-Hispanic Conflic in the Western Caribbean"	np	np	np	xxx	Birmingham	USA	1974	np	W. van Davidson	xnp	np	np	np	xnp	xnp	xxx	###	
S 404	404	0	0	A	Davis	12	np	np	np	np	"English Foreign Trade, 1660-1700"	np	np	np	np	np	np	1954	np	R. Davis	np	Economic History Review	7	2	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/2591619	###	
S 314	314	0	0	A	Dawson	3	np	np	np	np	"William Pitt’s Settlement at Black River on the Mosquito Shore: A Challenge to Spain in Central America, 1732-87"	np	np	np	np	np	np	1983	np	F. G. Dawson	np	Hispanic American Historical Review	63	4	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-63.4.677	###	
S 748	748	1	0	P	DHY	0	xxx	xxx	3	vols	Documentos para la historia de Yucatán	np	np	np	xxx	Merida	Mexico	1936	1938	xnp	xnp	np	np	np	Gerhard xi	Recopilados por France V. Scholes y publicados por Carlos R. Menéndez	xnp	###	
S 358	358	0	0	P	Dobson	1	np	np	1	vols	A History of Belize	np	np	np	xxx	London	UK	1973	np	N. Dobson	xnp	np	np	np	xnp	xnp	xxx	###	
S xxx	xxx	0	0	T	Dobson 58	0	np	np	np	np	"Social and administrative developments in British Honduras, 1798-1843"	np	np	np	B. Litt. thesis for Oxford University	Oxford	UK	1958	np	N. Dobson	np	np	np	np	Ashdown 1	xnp	xnp	###	
S xxx	xxx	0	0	A	Dominguez	xon	np	np	np	np	Historia colonial del sur de la Ciudad de Belice. Espacios marginales y exclusión en el Caribe centroamericano	np	np	np	np	np	np	2020	np	H. J. Domínguez Barbosa	np	Anuario de Estudios Centroamericanos	46	xnp	xnp	xnp	https://doi.org/10.15517/aeca.v46i0.42285	###	
S 414	414	0	0	P	Donohoe	2	np	np	1	vols	A History of British Honduras	np	np	np	xxx	Montreal	Canada	1946	np	W. A. Donohoe	xnp	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UF00099204/00001	###	
S 652	652	0	0	T	Dornan	2	np	np	np	np	"“Even by night we only become aware they are killing us”: Agency, identity, and intentionality at San Pedro, Belize (1857–1930)"	np	np	np	xxx	xxx	xxx	2004	np	J. L. Dornan	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/even-night-we-only-become-aware-they-are-killing/docview/305219719/se-2?accountid=11311	###	
S 446	446	0	0	P	Dow	2	np	np	1	vols	"Pirates of the New England Coast, 1630–1730"	np	np	np	xxx	Salem	USA	1923	np	"G. F. Dow, J. H. Edmunds"	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/The_Pirates_of_the_New_England_Coast_163/Kft3AAAAMAAJ?hl=en	###	
S 94	94	1	0	A	Downey	12	xxx	xxx	np	np	"Q'eqchi' Maya Swidden Agriculture, Settlement History, and Colonial Enterprise in Modern Belize"	np	np	np	np	np	np	2015	np	S. S. Downey	np	Ethnohistory	62	4	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3135338 	###	
S 670	670	0	0	T	Duke	8	np	np	np	np	The political influence on literacy in Belize since 1946	np	np	np	xxx	xxx	xxx	1995	np	J. H. Duke	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/political-influence-on-literacy-belize-since-1946/docview/304235728/se-2?accountid=11311	###	
S 666	666	0	0	P	Dumond	1	np	np	1	vols	The machete and the cross : campesino rebellion in Yucatan	np	np	np	xxx	Lincoln	USA	1997	np	D. E. Dumond	xnp	np	np	np	xnp	"Sp translation by Luis F. Verano published Mexico, DF: UNAM, Plumsock Mesoamerican Studies, Maya Ed Fdn, 2005"	xxx	###	
S 856	856	1	0	P	Dunn	0	xxx	xxx	1	vols	"Guatimala, or the Republic of Central America, in 1827-8 : being sketches and memorandums made during a twelve-months' residence"	np	np	np	xxx	London	UK	1829	np	xnp	xnp	np	np	np	xnp	xnp	Google: https://www.google.com/books/edition/Guatimala_Or_the_Republic_of_Central_Ame/y3VHAAAAYAAJ?hl=en / HathiTrust: https://hdl.handle.net/2027/hvd.32044050955863	###	
S 798	798	1	0	P	Duro	7	xxx	xxx	9	vols	Armada española desde la unión de los reinos de Castilla y de León	np	np	np	xxx	Madrid	Spain	1895	1903	xnp	xnp	np	np	np	xnp	Attributed to Cesáreo Fernández Duro	xnp	###	
S 14	14	0	0	P	Dutt	146	np	np	1	vols	"Empire on Edge : The British Struggle for Order in Belize during Yucatan's Caste War, 1847—1901"	np	np	np	xxx	Cambridge	UK	2020	np	R. Dutt	xnp	np	np	np	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1017/9781108642309 	###	
S 66	66	0	0	A	Dutt 17	xon	np	np	np	np	Business As Usual: Maya and Merchants on Yucatán-Belize border at the Onset of the Caste War	np	np	np	np	np	np	2017	np	R. Dutt	np	Americas	74	2	xnp	`= Dutt cap 1 /Dutt 23 fn 1	https://www-cambridge-org.ezp-prod1.hul.harvard.edu/core/services/aop-cambridge-core/content/view/CF045E93489A07D590188BD66D1EAB63/S0003161517000086a.pdf/div-class-title-business-as-usual-span-class-italic-maya-and-merchants-on-yucatan-belize-border-at-the-onset-of-the-caste-war-span-div.pdf	###	
S 38	38	0	0	A	Dutt 19	xon	np	np	np	np	"Loyal Subjects at Empire's Edge: Hispanics in the Vision of a Belizean Colonial Nation, 1882–1898"	np	np	np	np	np	np	2019	np	R. Dutt	np	Hispanic American Historical Review	99	1	xnp	= Dutt cap xxx	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-7287962	###	
S 812	812	1	0	P	Duval	6	xxx	xxx	1	vols	A narrative of life and travels in Mexico and British Honduras	np	np	np	xxx	Baltimore	USA	1879	np	B. R. Duval	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/A_Narrative_of_Life_and_Travels_in_Mexic/kElOAAAAYAAJ?hl=en	###	
S 850	850	1	0	P	ECCACAC	0	xxx	xxx	1	vols	"Brief statement, supported by original documents, of the important grants conceded to the Eastern Coast of Central America Commercial and Agricultural Company by the State of Guatemala"	np	np	np	xxx	London	UK	1839	np	xnp	xnp	np	np	np	Gale / Making of the Modern World	xnp	https://link.gale.com/apps/doc/U0105696622/MOME?u=camb55135&sid=MOME&xid=7e4b2aed	###	
S 878	878	1	0	P	Edwards	3	xxx	xxx	2	vols	"The History, Civil and Commercial, of the British Colonies in the West Indies"	np	np	np	xxx	London	UK	1793	1793	xnp	xnp	np	np	np	xnp	Printed for John Stockdale	Gale/ECCO v1: https://link.gale.com/apps/doc/CW0103748193/ECCO?u=camb55135&sid=ECCO&xid=ed813523 / Gale/ECCO v2: https://link.gale.com/apps/doc/CW0103748733/ECCO?u=camb55135&sid=ECCO&xid=d31d617d	###	
S 228	228	0	0	T	Elliott	3	np	np	np	np	"The officers of the irish brigade and the british army, 1789-98 "	np	np	np	xxx	xxx	xxx	1997	np	P. Elliott-Wright	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/officers-irish-brigade-british-army-1789-98/docview/301519802/se-2?accountid=11311	###	
S xxx	xxx	1	0	T	Elliott 95	xon	xxx	xxx	np	np	National identity and media system dependency in Belize	np	np	np	PhD thesis for University of Florida	Gainesville	USA	1995	np	L. S. Elliott	np	np	np	np	xnp	xnp	http://ufdc.ufl.edu/AA00013565/00001 	###	
S 218	218	0	0	MS	Evans	18	np	np	1	items	A Brief History of the Bay Islands	np	np	np	np	np	np	1999	np	D. K. Evans	np	np	np	np	xnp	xnp	http://aboututila.com/UtilaInfo/Historical/David-Evans-Brief-History.htm	###	
S 522	522	1	0	P	"Evans, Comm"	1	1857	1859	1	vols	"The History of the Commercial Crisis, 1857-58, and the Stock Exchange Panic of 1859"	np	np	np	xxx	London	UK	1859	np	D. M. Evans	xnp	np	np	np	xnp	xnp	https://link.gale.com/apps/doc/U0112039601/MOME?u=camb55135&sid=primo&xid=14d54b2c&pg=1	###	
S 930	930	1	0	P	Exquemeling	2	1666	1674	1	vols	De Americaensche zee-roovers	np	np	np	xxx	Amsterdam	Netherlands	1678	np	xnp	xnp	np	np	np	xnp	xnp	https://link.gale.com/apps/doc/CY0103030375/SABN?u=camb55135&sid=SABN&xid=b83ad9b2 / English translation: https://www.gutenberg.org/dirs/2/6/6/9/26690/26690-h/26690-h.htm 	###	
S 472	472	0	0	A	Eyles	6	np	np	np	np	The Influence of Rainfall in Yellow Fever	np	np	np	np	np	np	1898	np	C. H. Eyles	np	Edinburgh Medical Journal	4	6	xnp	xnp	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_5248830	###	
S 558	558	0	0	P	Fancourt	12	np	np	1	vols	"The history of Yucatan, from its discovery to the close of the seventeenth century"	np	np	np	xxx	London	UK	1854	np	C. S. J. Fancourt	xnp	np	np	np	xnp	xnp	Gale/Sabin Americana: https://link.gale.com/apps/doc/CY0100004060/SABN?u=camb55135&sid=SABN&xid=783b6f0e&pg=1 / Google: https://www.google.com/books/edition/The_History_of_Yucatan/LOTgaZN4LPYC?hl=en&gbpv=1&printsec=frontcover	###	
S 40	40	0	0	MS	Ferguson	xon	np	np	1	items	A History of Slavery & Emancipation in Belize	np	np	np	np	np	np	2019	np	"M. Ferguson, P. Pelayo, N. Encalada"	np	np	np	np	xnp	xnp	https://ambergriscaye.com/photogallery/art/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf	###	
S 512	512	0	0	P	Fernandez	4	np	np	6	vols	Disquisiciones nauticas	np	np	np	xxx	Madrid	Spain	1876	xxx	C. Fernández Duro	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/990048821940203941/catalog	###	
S 190	190	0	0	A	Ferreira	xon	np	np	np	np	The natural constituents of historical textile dyes	np	np	np	np	np	np	2004	np	"E. S. B. Ferreira, A. N. Hulme, H. McNab, A. Quye"	np	Chemical Society Reviews	33	6	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1039/B305697J	###	
S 244	244	0	0	T	Finamore	20	np	np	np	np	"Sailors and slaves on the wood-cutting frontier: Archaeology of the British Bay Settlement, Belize"	np	np	np	xxx	xxx	xxx	1994	np	D. R. Finamore	np	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/Sailors_and_slaves_on_the_wood.pdf	###	
S 30	30	0	0	MS	Fischbeck	xon	np	np	1	items	Agricultural Terrace Productivity in the Maya Lowlands of Belize	np	np	np	np	np	np	2020	np	S. L. Fischbeck	np	np	np	np	xnp	xnp	http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.580.5403&rep=rep1&type=pdf	###	
S 712	712	0	0	P	Floyd	1	np	np	1	vols	Anglo-Spanish struggle for Mosquitia	np	np	np	xxx	Albuquerque	USA	1967	np	T. S. Floyd	xnp	np	np	np	xnp	xnp	xxx	###	
S 452	452	0	0	P	Forbes	1	np	np	1	vols	The Baymen of Belize and how they wrested British Honduras from the Spaniards	np	np	np	xxx	London	UK	1914	np	S. Forbes	xnp	np	np	np	xnp	xnp	https://ufdc.ufl.edu/UF00095345/00001	###	
S 814	814	1	0	P	Fowler	7	xxx	xxx	1	vols	"A narrative of a Journey across the unesplored portion of British Honduras, with a short sketch of the History and Resources of the Colony"	np	np	np	xxx	xxx	xxx	1879	np	H. Fowler	xnp	np	np	np	Burdon 3	xnp	xxx	###	
S 174	174	1	0	A	Frappier	2	1977	2000	np	np	Stalagmite stable isotope record of recent tropical cyclone events 	np	np	np	np	np	np	2007	np	"A. B. Frappier, D. Sahagian, S. J. Carpenter, L. A. González, B. R. Frappier"	np	Geology	35	2	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1130/G23145A.1	###	
S 962	962	1	0	A	Frappier 02	1249	1973	2000	np	np	El Nino Events Recorded by Stalagmite Carbon Isotopes	np	np	np	np	np	np	2002	np	"A. Frappier, D. Sahagian, L. A. Gonzalez, S. J. Carpenter"	np	Science	298	5593	xnp	xnp	xxx	###	
S 846	846	1	0	P	FSP	2	1373	1974	170	vols	British and Foreign State Papers	np	np	np	xxx	London	UK	1841	1977	xnp	xnp	np	np	np	Burdon 1	xnp	http://id.lib.harvard.edu/alma/99154275019103941/catalog 	###	
S xxx	xxx	1	0	P	Fuentes	0	xxx	xxx	3	vols	"Recordación florida : discurso historial y demostración natural, material, militar y política del reyno de Guatemala"	np	np	np	Tipografía nacional	Guatemala	Guatemala	1932	1933	F. A. de Fuentes y Guzmán	xnp	np	np	np	Lujan 2 478	"Part 1 = 17 libs, part 2 = 14 libs / Incomplete Part 1 published in 2 vols as [Madrid, L. Navarro, 1882–1883]"	xxx	###	
S 32	32	0	0	T	Fuggle	xon	np	np	np	np	"Disputed Borderlands: Entangled Territories between the Spanish and British Empires in Colonial Central America, 1700-1787"	np	np	np	xxx	xxx	xxx	2020	np	B. Fuggle	np	np	np	np	xnp	ACCESS RESTRICTED 28 JUN 2021	http://repository.essex.ac.uk/id/eprint/27467 	###	
S 678	678	0	0	T	Gabb	1	np	np	np	np	"The impact of financial liberalization in Belize, 1974-1989"	np	np	np	xxx	xxx	xxx	1992	np	A. A. Gabb	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/impact-financial-liberalization-belize-1974-1989/docview/304030660/se-2?accountid=11311	###	
S 82	82	0	0	A	Gabbert	xon	np	np	np	np	“God Save the King of the Mosquito Nation!” Indigenous Leaders on the Fringe of the Spanish Empire	np	np	np	np	np	np	2016	np	W. Gabbert	np	Ethnohistory	63	1	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00141801-3325406 	###	
S xxx	xxx	0	0	A	Gabbert 07	xon	np	np	np	np	In the Shadow of the Empire - The Emergence of Afro-Creole Societies in Belize and Nicaragua	np	np	np	np	np	np	2007	np	W. Gabbert	np	Indiana	24	np	xnp	xnp	https://www.redalyc.org/articulo.oa?id=247016522003 	###	
S 784	784	1	0	P	Gadsby	1	xxx	xxx	1	vols	On the shores of the Caribbean Sea: stories of far off British Honduras	np	np	np	xxx	London	UK	1911	np	W. J. Gadsby	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/txu.059173011686462	###	
S 944	944	1	0	P	Gage	1	1625	1637	1	vols	"The English-American, his travail by sea and land"	np	np	np	xxx	London	UK	1648	np	xnp	xnp	np	np	np	Oxford DNB	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/english-american-his-travail-sea-land-new-survey/docview/2248525331/se-2?accountid=11311	###	
S xxx	xxx	0	0	P	Gall	0	np	np	1	vols	"Belice, tierra nuestra"	np	np	np	"Centro Editorial ""José de Pineda Ibarra"""	Guatemala	Guatemala	1962	np	F. Gall	xnp	np	np	np	Palma 84	xnp	xxx	###	
S 270	270	0	0	T	Galvin	2	np	np	np	np	"The pirates' wake: A geography of piracy and pirates as geographers in colonial Spanish America, 1536-1718. (Volumes I and II)"	np	np	np	xxx	xxx	xxx	1991	np	P. R. Galvin	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/pirates-wake-geography-piracy-as-geographers/docview/303961341/se-2?accountid=11311 	###	
S 208	208	0	0	P	"Galvin, Patterns"	xon	np	np	1	vols	"Patterns of pillage : a geography of Caribbean-based piracy in Spanish America, 1536-1718"	np	np	np	xxx	New York	USA	2001	np	P. R. Galvin	xnp	np	np	np	xnp	xnp	xxx	###	
S 194	194	1	0	P	Garcia	3	958	1900	2	vols	Desastres agrícolas en México : catálogo histórico	np	np	np	xxx	Mexico	Mexico	2003	2004	"V. García Acosta, J. M. Pérez Zevallos, A. Molina del Villar, A. Escobar Ohmstede"	xnp	np	np	np	xnp	"v 1 by V. García Acosta, J. M. Pérez Zevallos, A. Molina del Villar / v 2 by A. Escobar Ohmstede"	xxx	###	
S 290	290	0	0	A	Garcia 88	xon	np	np	np	np	Presencia franciscana en la Taguzgalpa y la Tologalpa (la Mosquitia).	np	np	np	np	np	np	1988	np	J. M. García Añoveros	np	Mesoamérica	15	xnp	xnp	xnp	https://dialnet.unirioja.es/servlet/articulo?codigo=4007895	###	
S 256	256	0	0	A	Garcia 93	0	np	np	np	np	Los franciscanos en el Reino de Guatemala: Siglo XVII.	np	np	np	np	np	np	1993	np	J. M. García Añoveros	np	Hispania Sacra	45	92	xnp	xnp	xxx	###	
S xxx	xxx	0	0	P	Garcia P	xon	np	np	3	vols	Memorias para la historia del antiguo reyno de Guatemala	np	np	np	Establecimiento tip. de L. Luna	Guatemala	Guatemala	1851	1852	F. de P. García Peláez	xnp	np	np	np	Lujan 2 472	xnp	Sp ed 1: https://bibliotecadigital.aecid.es/bibliodig/es/consulta/registro.cmd?id=518 / Harv: http://id.lib.harvard.edu/alma/990045204220203941/catalog / v 1: https://archive.org/details/memoriasparalah00pelgoog / v 2: https://archive.org/details/memoriasparalahi02drfr / v 3 ed 2: https://archive.org/details/memorplahi03garcguat/page/n7/mode/2up	###	
S 54	54	0	0	T	Genkins	29	np	np	np	np	Entangled Empires: Anglo-Spanish Competition in the Seventeenth-Century Caribbean	np	np	np	xxx	xxx	xxx	2018	np	D. Genkins	np	np	np	np	xnp	xnp	https://ir.vanderbilt.edu/bitstream/handle/1803/13282/Genkins_dissertation_final.pdf?sequence=1 	###	
S 164	164	1	0	A	Gergis	758	xxx	xxx	np	np	A history of ENSO events since A.D. 1525: implications for future climate change	np	np	np	np	np	np	2009	np	"J. L. Gergis, A. M. Fowler"	np	Climatic Change	92	xnp	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1007/s10584-008-9476-z 	###	
S 324	324	0	0	P	Gerhard	18	np	np	1	vols	The Southeast Frontier of New Spain	np	np	np	xxx	London	UK	1979	np	P. Gerhard	xnp	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/Peter%20Gerhard%20-%20The%20Southeast%20Frontier%20of%20New%20Spain-University%20of%20Oklahoma%20Press%20(1993).pdf	###	
S 496	496	0	0	P	Gibbs	6	np	np	1	vols	"British Honduras: an historical and descriptive account of the colony from its settlement, 1670"	np	np	np	xxx	London	UK	1883	np	A. R. Gibbs	xnp	np	np	np	xnp	xnp	Readex/Afro-Americana: https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=147E02AD710C6198&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340 / Local: file:///Users/angelnavidad/Downloads/British_Honduras.pdf / Google: https://www.google.com/books/edition/British_Honduras/UmhuYGCOdNQC?hl=en&gbpv=1&dq=subject:%22Belize%22&printsec=frontcover	###	
S xxx	xxx	0	0	T	Giles	0	np	np	np	np	The 'Belize' question: A Problem of Anti-Colonialism in the New World	np	np	np	xxx	xxx	xxx	1956	np	B. Giles	np	np	np	np	Veliz 37	xnp	xxx	###	
S 140	140	0	0	T	Goldthree	xon	np	np	np	np	Shifting Loyalties: World War I and the Conflicted Politics of Patriotism in the British Caribbean	np	np	np	xxx	xxx	xxx	2011	np	R. N. Goldthree	np	np	np	np	xnp	xnp	https://hdl.handle.net/10161/4969 	###	
S 408	408	0	0	A	Gomez 52	4	np	np	np	np	"Fray Lorenzo de Bienvenida, OFM and the Origins of the Franciscan Order in Yucatan"	np	np	np	np	np	np	1952	np	L. Gómez Cañedo	np	Americas	8	xnp	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/978698 	###	
S 336	336	0	0	A	Gomez 76	0	np	np	np	np	Fray Lorenzo de Bienvenida y los orígenes de las misiones de Yucatán (1537–1564)	np	np	np	np	np	np	1976	np	L. Gómez Cañedo	np	Revista de la Universidad Autónoma de Yucatán	18	108	xnp	xnp	xxx	###	
S 316	316	0	0	A	Gonzalez	xon	np	np	np	np	NEW EVIDENCE ON THE ORIGIN OF THE BLACK CARIB: WITH THOUGHTS ON THE MEANING OF TRADITION	np	np	np	np	np	np	1983	np	N. L. Gonzalez	np	Nieuwe West-Indische Gids / New West Indian Guide	5	3/4	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/41849126	###	
S 462	462	1	0	P	Goodman	3	xxx	xxx	1	vols	Reminiscences of a colonial judge.	np	np	np	xxx	London	UK	1907	np	W. M. Goodman	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/iau.31858014765485?urlappend=%3Bseq=15	###	
S 362	362	0	0	P	Goslinga	53	np	np	1	vols	The Dutch in the Caribbean	np	np	np	xxx	Assen	Netherlands	1971	np	C. C. Goslinga	xnp	np	np	np	xnp	xnp	1971 edition: file:///Users/angelnavidad/Downloads/Cornelius%20Ch.%20Goslinga%20-%20The%20Dutch%20in%20the%20Caribbean%20and%20on%20the%20Wild%20Coast%201580-1680-Koninklijke%20Van%20Gorcum%20&%20Comp.%20N.V.%20(1971).pdf / 2017 edition: file:///Users/angelnavidad/Downloads/9781947372726_Goslinga.pdf	###	
S xxx	xxx	0	0	A	Gould	xon	np	np	np	np	"Entangled Histories, Entangled Worlds: The English-Speaking Atlantic as a Spanish Periphery"	np	np	np	np	np	np	2007	np	E. H. Gould	np	American Historical Review	112	3	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/40006670	###	
S 134	134	0	0	P	Graham	16	np	np	1	vols	Maya Christians and Their Churches in Sixteenth-Century Belize	np	np	np	xxx	Gainesville	USA	2011	np	E. Graham	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/990128813450203941/catalog	###	
S 282	282	0	0	A	Graham 89	xon	np	np	np	np	On the Fringes of Conquest: Maya-Spanish Contact in Colonial Belize	np	np	np	np	np	np	1989	np	"E. Graham, D. M. Pendergast, G. D. Jones"	np	Science	246	4935	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/scholarly-journals/on-fringe-conquest-maya-spanish-contact-colonial/docview/213534015/se-2?accountid=11311 	###	
S 6	6	0	0	P	Grainger	11	np	np	1	vols	The British Navy in the Caribbean	np	np	np	xxx	Woodbridge	UK	2021	np	J. D. Grainger	xnp	np	np	np	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1850j2f 	###	
S 374	374	0	0	T	Grant	29	np	np	np	np	Political change in British Honduras	np	np	np	xxx	xxx	xxx	1969	np	C. H. Grant	np	np	np	np	xnp	xnp	http://hdl.handle.net/1842/18241	###	
S xxx	xxx	0	0	P	Grant 2	0	np	np	1	vols	"The making of modern Belize : politics, society, & British colonialism in Central America"	np	np	np	Cambridge University Press	Cambridge	UK	1976	np	C. H. Grant	xnp	np	np	np	Ashdown 246	xnp	xxx	###	
S 378	378	0	0	P	Gregg	1	np	np	1	vols	British Honduras	np	np	np	xxx	London	UK	1968	np	A. R. Gregg	xnp	np	np	np	xnp	xnp	Cap 10: file:///Users/angelnavidad/Downloads/1ARGreggBritishHonduras10.pdf	###	
S 832	832	0	0	P	Grey	7	np	np	2	vols	The colonial policy of Lord John Russell's administration	np	np	np	xxx	London	UK	1853	1853	xnp	xnp	np	np	np	xnp	2nd ed with additions published 1853	1st Ed: https://link.gale.com/apps/doc/CY0107048657/SABN?u=camb55135&sid=primo&xid=73718bc7&pg=1 / 2d Ed: http://id.lib.harvard.edu/alma/990025629990203941/catalog	###	
S xxx	xxx	0	0	A	Grieb	0	np	np	np	np	Jorge Ubico and the Belize Boundary Dispute	np	np	np	np	np	np	1974	np	K. Grieb	np	Americas	30	4	Veliz 37	xnp	xxx	###	
S 716	716	0	0	P	Griffith	0	np	np	1	vols	Empires in the Wilderness	np	np	np	University of North Carolina Press	Chapel Hill	USA	1965	np	W. J. Griffith	xnp	np	np	np	xnp	xnp	https://archive.org/details/empiresinw00grifguat/page/n5/mode/2up	###	
S 52	52	0	0	P	Grove	46	np	np	1	vols	El niño in World History	np	np	np	xxx	London	UK	2018	np	"R. Grove, G. Adamson"	xnp	np	np	np	xnp	xnp	"file:///Users/angelnavidad/Downloads/(Palgrave%20Studies%20in%20World%20Environmental%20History)%20Richard%20Grove,%20George%20Adamson%20(auth.)%20-%20El%20Niño%20in%20World%20History-Palgrave%20Macmillan%20UK%20(2018).pdf"	###	
S 380	380	0	0	A	Grunewald	1	np	np	np	np	The Anglo-Guatemalan Dispute over British Honduras	np	np	np	np	np	np	1965	np	D. Grunewald	np	Caribbean Studies	5	2	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/25611880	###	
S xxx	xxx	1	0	P	Guat 59	0	xxx	xxx	1	vols	Reproduction of British documents for the general information of the people of Belize	np	np	np	DASBEL	Guatemala	Guatemala	1959	np	xnp	xnp	np	np	np	xnp	xnp	https://archive.org/details/reproductionofbr00unsguat/page/n35/mode/2up	###	
S 744	744	1	0	P	Guat State 1938	0	xxx	xxx	xxx	vols	"Libro blanco; controversia entre Guatemala y la Gran Bretaña relativa a la convención de 1859, sobre asuntos territoriales. Cuestión de Belice"	np	np	np	Tipografía nacional	Guatemala	Guatemala	1938	xxx	xnp	xnp	np	np	np	xnp	Vols 2–6 [1939–1941] = Continuación del libro blanco	v 1: https://archive.org/details/libroblancocontrover00guat / v 2: https://archive.org/details/continuaciondell00alejguat/page/1/mode/2up / v 3: https://archive.org/details/continuaciondellbb00guat/page/n1/mode/2up / v 4: https://archive.org/details/continuaciondelibro00guat/page/n1/mode/2up / v 5: https://archive.org/details/continuaciondellibb00guat/page/1/mode/2up / v 6: https://archive.org/details/continuaciondellib00guat/page/1/mode/2up / v 7: https://archive.org/details/continuaciondellibro00guat/page/n1/mode/2up / v 8: https://archive.org/details/continuaciondelibrobl00guat/page/1/mode/2up / v 9: https://archive.org/details/continuaciondell00luisguat / v 1 ser 2: https://archive.org/details/continuaciondell00guat/page/n1/mode/2up / v 2 ser 2: https://archive.org/details/continuaciondell00robeguat / v 3 ser 2: https://archive.org/details/continuaciondelil00guat / v 4 ser 2: https://archive.org/details/continuaciondell00sinfguat / v 5 ser 2: xxx	###	
S 740	740	0	0	P	Guat State 1942	0	np	np	1	vols	Inglaterra y sus pactos sobre Belice; Guatemala tiene derecho a reivindicar el territorio íntegro de Belice ..	np	np	np	xxx	Guatemala	Guatemala	1942	np	J. L. Mendoza	xnp	np	np	np	xnp	xnp	xxx	###	
S 184	184	0	0	P	Guatemala DNB	xon	np	np	1	vols	Diccionario histórico biográfico de Guatemala	np	np	np	xxx	Guatemala	Guatemala	2004	np	xnp	xnp	np	np	np	xnp	xnp	http://www.fundacionhcg.org/libros/dhbg/ 	###	
S xxx	xxx	0	0	P	Guderjan	xon	np	np	1	vols	"Maya Maritime Trade, Settlement, and Populations on Ambergris Caye, Belize"	np	np	np	Labyrinthos	Lancaster	USA	1995	np	xnp	"T. H. Guderjan, J. F. Garber"	np	np	np	Graham 396	xnp	xxx	###	
