Table 1
	CODE	HELD	TITLE	AUTHORS	PUBLISHER	YEAR	YEAR VAL	DESCRIPTION	SUBJECTS	NOTES	OCLC NO	OCLC CAT	
	"Database: WorldCatAccess:                   http://www.bibliothek.uni-regensburg.de/ezeit/?2261312Availability:             Check the catalogs in your library. Libraries worldwide that own item: 106 Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Das Oekonomie-Wochenblatt :e. Sammlung nützlicher u. nöthiger Erfahrungen für alle Stände.Publication:              Stuttgart : Cotta,Year:                     1790-1799Description:              Online-Ressource 1.1790 - 10.1799; damit Ersch. eingest.In:                       Das Oekonomie-Wochenblatt.Language:                 GermanStandard No:              National Library:         982174772Access:                   http://www.bibliothek.uni-regensburg.de/ezeit/?2261312http://galenet.galegroup.com/servlet/MOME?af=RN&ae=U110126182&srchtp=a&ste=14 Note:                     Deutschlandweit zugaÌnglichOther Titles:             OeconomiewochenblattMaterial Type:            Periodical (per); Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            19880813Update:                   20210316Accession No:             OCLC:                     310861989Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	106	Das Oekonomie-Wochenblatt	^^^	"Stuttgart : Cotta,"	1790-1799	1790	Online-Ressource 1.1790 - 10.1799; damit Ersch. eingest.In: Das Oekonomie-Wochenblatt.	^^^	^^^	310861989	https://worldcat.org/oclc/310861989	
	"Access:                   http://gallica.bnf.fr/ark:/12148/cb34462944f/date.r=.langFRAvailability:             Check the catalogs in your library. Libraries worldwide that own item: 86 Search the HOLLIS CatalogExternal Resources:       Cite This ItemBrowse Journal:           Available Issues (ArticleFirst)Find Items About:         Annalen der Physik18Title:                     Annalen der PhysikPublication:              Leipzig : Barth, Halle : RengerYear:                     1799-Description:              Online-Ressource [1.F.] 1.1799 - 30.1808; N.F. 2=32.1809 - 30=60.1819; Neueste F. 1=61.1819 - 16=76.1824; [2.F.] 1=77.1824 - 30=106.1836; 2.R. 1=31=107.1834 -30=60=136.1843; 3.R. 1=61=137.1844 - 30=90=166.1853; 4.R. 1=91=167.1854 - 30=120=196.1863; 5.R. 1=121=197.1864 - 30=150=226.1873; 6.R. 1=151=227.1874 - 10=160=236.1877; [3.F.] 1=237.1877 -69=305.1899; 4.F. 1=306.1900 - 87=392.1928; 5.F. 1=393.1929 - 5=396.1930.Language:                 GermanSeries:                   Gallica;Standard No:              ISSN:                     0003-3804; National Library:         026616149; 2165600-9Access:                   http://gallica.bnf.fr/ark:/12148/cb34462944f/date.r=.langFRhttp://www.bibliothek.uni-regensburg.de/ezeit/?2165600SUBJECT(S)Descriptor:               ZeitschriftPhysikNote(s):                  Hauptsacht. Neueste F. 1=61.1819 - 16=76.1824: Annalen der Physik und der physikalischen Chemie./ Hauptsacht. [2.F.] 1=77.1824 - [3.F.] 69=305.1899: Annalen der Physik undChemie./ Nebent. teils: Poggendorffs Annalen./ Nebent. teils: Wiedemanns Annalen der Physik und Chemie./ Urh. früher: Physikalische Gesellschaft zu Berlin./ Gesehen am 09.07.09./ Reproduction:            Paris/ Bibliothèque Nationale./ Digital. Ausg.General Info:             Index 7/12.1801/02 in: 12.1802,5; 13/18.1803/04 in: 18.1804; 19/24.1805/06 in: 24.1806; 25/30.1807/08 in: 30.1808; 31/36.1809/10 in: 36.1810; 37/42.1811/12 in: 42.1812;43/48.1813/14 in: 48.1814; 49/54.1815/16 in: 54.1816; 55/60.1817/18 in: 60.1818. :                         Gallica Other format available:   Druckausg.; Annalen der Physik; Internetausg.; Annalen derPhysikOther Titles:             Ann. Phys. (East Germany) Ann. Physik Ann. Phys. (Leipzig); Poggendorffs Annalen; Wiedemanns Annalen der Physik und Chemie; Annalen der Physik und der physikalischen Chemie;Annalen der Physik und ChemieResponsibility:           hrsg. unter Mitw. der Deutschen Physikalischen Gesellschaft. unter Mitw. ... hrsg. von E. Grüneisen [u.a.].Material Type:            Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20041104Update:                   20220614Accession No:             OCLC:                     615199327Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	86	Annalen der PhysikPublication	^^^	"Leipzig : Barth, Halle : Renger"	1799-	1799	Online-Ressource [1.F.] 1.1799 - 30.1808; N.F. 2=32.1809 - 30=60.1819; Neueste F. 1=61.1819 - 16=76.1824; [2.F.] 1=77.1824 - 30=106.1836; 2.R. 1=31=107.1834 -30=60=136.1843; 3.R. 1=61=137.1844 - 30=90=166.1853; 4.R. 1=91=167.1854 - 30=120=196.1863; 5.R. 1=121=197.1864 - 30=150=226.1873; 6.R. 1=151=227.1874 - 10=160=236.1877; [3.F.] 1=237.1877 -69=305.1899; 4.F. 1=306.1900 - 87=392.1928; 5.F. 1=393.1929 - 5=396.1930.	^^^	^^^	615199327	https://worldcat.org/oclc/615199327	
	"Access:                   http://opacplus.bsb-muenchen.de/title/280410-4Availability:             Check the catalogs in your library. Libraries worldwide that own item: 77 Search the HOLLIS CatalogExternal Resources:       Cite This ItemFind Items About:         Braunschweigisches Journal4Trapp, Ernst Christian.31Title:                     Braunschweigisches JournalAuthor(s):                Trapp, Ernst Christian.Publication:              Braunschweig : Verl. der Schulbuchhandlung.Year:                     1788-1791Description:              Online-Ressource [1.]1788 - 4.1791.; Medium:                   Online-Ressource.Language:                 GermanSeries:                   Retrospektive Digitalisierung wissenschaftlicher Rezensionsorgane und Literaturzeitschriften des 18. und 19. Jahrhunderts aus dem deutschen Sprachraum;Standard No:              National Library:         023276533; 2073501-7Access:                   Materials specified:      Volltexthttp://opacplus.bsb-muenchen.de/title/280410-4 Note:                     kostenfreiMaterials specified:      Volltexthttp://www.digizeitschriften.de/dms/toc/?PPN=ZDB023276533 Note:                     kostenfreiMaterials specified:      Volltexthttp://nbn-resolving.org/urn:nbn:de:0111-bbf-spo-10494197http://goobiweb.bbf.dipf.de/viewer/resolver?urn=urn:nbn:de:0111-bbf-spo-10494197 Note:                     kostenfreihttp://nbn-resolving.de/urn:nbn:de:0111-bbf-spo-10494197http://www.ub.uni-bielefeld.de/diglib/aufkl/brajou/index.htm Note:                     kostenfreihttp://www.bbf.dipf.de/cgi-opac/catalog.pl?t_digishow=x&zid=ad1910http://www.bibliothek.uni-regensburg.de/ezeit/?2073501http://bbf.dipf.de/kataloge/bibliothekskatalog/catalog.pl?t_digishow=x&zid=ad1910http://goobiweb.bbf.dipf.de/viewer/toc/ZDB023276533/0/LOG_0000/http://ds.ub.uni-bielefeld.de/viewer/toc/2085000/0/LOG_0000/ Note:                     kostenfreiNote(s):                  Digital. Ausg.: Bielefeld : Universitätsbibliothek, 2007. (Retrospektive Digitalisierung wissenschaftlicher Rezensionsorgane und Literaturzeitschriften des 18. und 19.Jahrhunderts aus dem deutschen Sprachraum)./ Reproduction:             Bielefeld/ Universitätsbibliothek,/ 2007./ 2007.General Info:             :                         Retrospektive Digitalisierung wissenschaftlicher Rezensionsorgane und Literaturzeitschriften des 18. und 19. Jahrhunderts aus dem deutschenSprachraum Other editions available: Druckausg.; Braunschweigisches Journal Other format available:   Bielefeld : Universitätsbibliothek, 2007; Retrospektive Digitalisierung wissenschaftlicherRezensionsorgane und Literaturzeitschriften des 18. und 19. Jahrhunderts aus dem deutschen SprachraumOther Titles:             Braunschweigisches Journal philosophischen, philologischen und pädagogischen Inhalts; Hauptsacht. bis [2.]1789: Braunschweigisches Journal philosophischen, philologischenund pädagogischen InhaltsLater Title:              Schleswigsches JournalResponsibility:           hrsg. von E. Chr. Trapp.Material Type:            Periodical (per); Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20020228Update:                   20210329Accession No:             OCLC:                     644747334Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	77	Braunschweigisches JournalAuthor(s)	"Trapp, Ernst Christian.Publication"	Braunschweig : Verl. der Schulbuchhandlung.	1788-1791	1788	Online-Ressource [1.]1788 - 4.1791.; Medium: Online-Ressource.	^^^	^^^	644747334	https://worldcat.org/oclc/644747334	
	"Access:                   http://www.bibliothek.uni-regensburg.de/ezeit/?2509001Availability:             Check the catalogs in your library. Libraries worldwide that own item: 77 Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Alter und neuer Speis- und Keller-Calendermit beygefügten frölichen und traurigen Begebenheiten ; auf das Jahr Christi ... ; mit sonderbarem Fleiß gerichtet auf des Heil. Röm. Reichs Horizont /Author(s):                Schindler, Wolffgang E. ; (Author)Publication:              Sultzbach : Lichtenthaler,Year:                     1675-Description:              1675; mehr noch nicht digitalisiert.Language:                 GermanSeries:                   Kalenderblätter;Standard No:              National Library:         995825629; 2509001-XAccess:                   http://www.bibliothek.uni-regensburg.de/ezeit/?2509001http://zs.thulb.uni-jena.de/content/main/journals/jzsk_196.xmlNote(s):                  Reproduction:             Jena/ Thüringer Universitäts- und Landesbibliothek, University Multimedia Electronic Library, UrMEL./ Digital. Ausg./ Supplement:              Speiß- und Keller- wie auch frölich und trauriger Geschichten-Calenders grosse PracticaGeneral Info:             Other format available:   Druckausg.; Alter und neuer Speiß- und Keller-CalenderOther Titles:             Speiß- und Keller-Calender; Nebent.:; Speis- und Keller-CalenderResponsibility:           durch Wolffgangum Ericum Schindlern.Material Type:            Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20090806Update:                   20180704Accession No:             OCLC:                     610055104Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	77	Alter und neuer Speis- und Keller-Calendermit beygefügten frölichen und traurigen Begebenheiten ; auf das Jahr Christi ... ; mit sonderbarem Fleiß gerichtet auf des Heil. Röm. Reichs Horizont /Author(s)	"Schindler, Wolffgang E. ; (Author)Publication"	"Sultzbach : Lichtenthaler,"	1675-	1675	1675; mehr noch nicht digitalisiert.	^^^	^^^	610055104	https://worldcat.org/oclc/610055104	
	"Availability:             Check the catalogs in your library. Libraries worldwide that own item: 75 Search the HOLLIS CatalogExternal Resources:       Cite This ItemBrowse Journal:           Available Issues (ArticleFirst)Find Items About:         Annalen der Physik18Deutsche Physikalische Gesellschaft.49Title:                     Annalen der Physik /Corp Author(s):           Deutsche Physikalische Gesellschaft.Publication:              Weinheim ; Berlin : Wiley-VCHYear:                     1799-Description:              [1.F.] 1.1799 - 30.1808; N.F. 1=31.1809 - 30=60.1819; Neueste F. 1=61.1819 - 16=76.1824; [2.F.] 1=77.1824 - 30=106.1836; 2.R. 1=31=107.1834 - 30=60=136.1843; 3.R.1=61=137.1844 - 30=90=166.1853; 4.R. 1=91=167.1854 - 30=120=196.1863; 5.R. 1=121=197.1864 - 30=150=226.1873; 6.R. 1=151=227.1874 - 10=160=236.1877; [3.F.] 1=237.1877 - 69=305.1899; 4.F. 1=306.1900 -87=392.1928; 5.F. 1=393.1929 - 43=435.1943; 6.F. 1=436.1947 - 20=455.1957; 7.F. 1=456.1958 - 48=503.1991; 8. Ser. 1=504.1992-; 28 cmLanguage:                 German; Text ab 8. Ser. 1=504.1992 engl.Standard No:              ISSN:                     0003-3804 Other:                    287-2s; National Library:         010002375; 010003517; 010003703SUBJECT(S)Descriptor:               Physik -- Zeitschrift.Physik.PhysikGenre/Form:               Zeitschrift.Identifier:               Physik; Zeitschrift; Physik; ZeitschriftNote(s):                  Hauptsacht. Neueste F. 1=61.1819 - 16=76.1824: Annalen der Physik und der physikalischen Chemie. - [2.F.] 1=77.1824 - [3.F.] 69=305.1899: Annalen der Physik und Chemie. -Nebent. teils: Poggendorffs Annalen. - Nebent. teils: Wiedemanns Annalen der Physik und Chemie./ Urh. früher: Physikalische Gesellschaft zu Berlin./ Repr.: New York, NY [u.a.] : Johnson./ Text ab8. Ser. 1=504.1992 engl.General Info:             Index 7/12.1801/02 in: 12.1802,5; 13/18.1803/04 in: 18.1804; 19/24.1805/06 in: 24.1806; 25/30.1807/08 in: 30.1808; 31/36.1809/10 in: 36.1810; 37/42.1811/12 in: 42.1812;43/48.1813/14 in: 48.1814; 49/54.1815/16 in: 54.1816; 55/60.1817/18 in: 60.1818; 1874/93(1894);3.F. 1/50.1877/93(1897) - 51/69.1894/99(1910); 4. F. 1/30.1900/09(1910) - 31/78.1910/25(1926).Other Titles:             Ann. Physik Ann. Phys. (Leipzig) Ann. Phys. (East Germany); Annalen der Physik und der physikalischen Chemie; Annalen der Physik und Chemie; Poggendorffs Annalen; WiedemannsAnnalen der Physik und ChemiePreceding Title:          Neues Journal der PhysikResponsibility:           hrsg. unter Mitw. der Deutschen Physikalischen Gesellschaft. unter Mitw. ... hrsg. von E. Grüneisen [u.a.].Material Type:            Periodical (per)Document Type:            SerialEntry:                    19950325Update:                   20220629Accession No:             OCLC:                     231044010Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	75	Annalen der Physik /Corp Author(s)	Deutsche Physikalische Gesellschaft.Publication	Weinheim ; Berlin : Wiley-VCH	1799-	1799	[1.F.] 1.1799 - 30.1808; N.F. 1=31.1809 - 30=60.1819; Neueste F. 1=61.1819 - 16=76.1824; [2.F.] 1=77.1824 - 30=106.1836; 2.R. 1=31=107.1834 - 30=60=136.1843; 3.R.1=61=137.1844 - 30=90=166.1853; 4.R. 1=91=167.1854 - 30=120=196.1863; 5.R. 1=121=197.1864 - 30=150=226.1873; 6.R. 1=151=227.1874 - 10=160=236.1877; [3.F.] 1=237.1877 - 69=305.1899; 4.F. 1=306.1900 -87=392.1928; 5.F. 1=393.1929 - 43=435.1943; 6.F. 1=436.1947 - 20=455.1957; 7.F. 1=456.1958 - 48=503.1991; 8. Ser. 1=504.1992-; 28 cm	^^^	^^^	231044010	https://worldcat.org/oclc/231044010	
	"Access:                   http://archiv.ub.uni-marburg.de/eb/2010/0356/Availability:             Check the catalogs in your library. Libraries worldwide that own item: 68 Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Sammlung kurhessischer Landes-Ordnungen und Ausschreiben nebst dahin gehörigen Erläuterungs- und anderen Rescripten, Resolutionen, Abschieden, gemeinen Bescheiden unddergleichenmit e. chronol. als alphabet. Verz. d. Materien begleitet /Author(s):                Kleinschmidt, Christoph Ludwig.Publication:              Cassel : Seibert.Year:                     1767-1816Description:              Online-Ressource 1.1337/1627(1767) - 8.1801/06(1816); damit Ersch. eingest.Language:                 GermanStandard No:              National Library:         1008887749; 2584839-2Access:                   http://archiv.ub.uni-marburg.de/eb/2010/0356/ Note:                     kostenfreihttp://www.bibliothek.uni-regensburg.de/ezeit/?2584839Note(s):                  Hrsg. 3.1671/1729 - 4.1730/51: Christian Gerhard Apell./ Hauptsacht bis 7.1785/1800: Sammlung fürstlich-hessischer Landes-Ordnungen und Ausschreiben nebst dahingehörigen Erläuterungs- und anderen Rescripten, Resolutionen, Abschieden, gemeinen Bescheiden und dergleichen./ Marburg : Zentralbibliothek, 2010./ Reproduction:             Digital. Ausg./Marburg :/ Zentralbibliothek,/ 2010-2010.General Info:             Other editions available: Druckausg.->:; Sammlung kurhessischer Landes-Ordnungen und Ausschreiben nebst dahin gehörigen Erläuterungs- und anderen Rescripten,Resolutionen, Abschieden, gemeinen Bescheiden und dergleichenOther Titles:             Sammlung fürstlich-hessischer Landes-Ordnungen und Ausschreiben ...; Sammlung fürstlich-hessischer Landes-Ordnungen und Ausschreiben nebst dahin gehörigenErläuterungs- und anderen Rescripten, Resolutionen, Abschieden, gemeinen Bescheiden und dergleichenResponsibility:           [Hrsg.: Christoph Ludwig Kleinschmidt].Material Type:            Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20101207Update:                   20210415Accession No:             OCLC:                     706045124Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	68	"Sammlung kurhessischer Landes-Ordnungen und Ausschreiben nebst dahin gehörigen Erläuterungs- und anderen Rescripten, Resolutionen, Abschieden, gemeinen Bescheiden unddergleichenmit e. chronol. als alphabet. Verz. d. Materien begleitet /Author(s)"	"Kleinschmidt, Christoph Ludwig.Publication"	Cassel : Seibert.	1767-1816	1767	Online-Ressource 1.1337/1627(1767) - 8.1801/06(1816); damit Ersch. eingest.	^^^	^^^	706045124	https://worldcat.org/oclc/706045124	
	"Access:                   http://opacplus.bsb-muenchen.de/title/287-2Availability:             Check the catalogs in your library. Libraries worldwide that own item: 55 Search the HOLLIS CatalogExternal Resources:       Cite This ItemBrowse Journal:           Available Issues (ArticleFirst)Find Items About:         Annalen der Physik18Title:                     Annalen der PhysikPublication:              Leipzig : Barth.Year:                     1799-Description:              Online-Ressource [1.F.] 1.1799 - 30.1808; N.F. 2=32.1809 - 30=60.1819; Neueste F. 1=61.1819 - 16=76.1824; [2.F.] 1=77.1824 - 30=106.1836; 2.R. 1=31=107.1834 -30=60=136.1843; 3.R. 1=61=137.1844 - 30=90=166.1853; 4.R. 1=91=167.1854 - 30=120=196.1863; 5.R. 1=121=197.1864 - 30=150=226.1873; 6.R. 1=151=227.1874 - 10=160=236.1877; [3.F.] 1=237.1877 -69=305.1899; 4.F. 1=306.1900 - 87=392.1928; 5.F. 1=393.1929 - 5=396.1930.; Medium:                   Online-Ressource.Language:                 GermanSeries:                   Gallica;Standard No:              ISSN:                     0003-3804; National Library:         026616149; 2165600-9Access:                   Materials specified:      Volltexthttp://opacplus.bsb-muenchen.de/title/287-2 Note:                     kostenfreihttp://www.bibliothek.uni-regensburg.de/ezeit/?2165600http://gallica.bnf.fr/ark:/12148/cb34462944f/date.r=.langFR Note:                     kostenfreiSUBJECT(S)Descriptor:               PhysikGenre/Form:               ZeitschriftZeitschrift.Note(s):                  Urh. früher: Physikalische Gesellschaft zu Berlin./ Digital. Ausg.: Paris : Bibliothèque Nationale. (Gallica)./ Reproduction:             Paris/ Bibliothèque Nationale.General Info:             Index 7/12.1801/02 in: 12.1802,5; 13/18.1803/04 in: 18.1804; 19/24.1805/06 in: 24.1806; 25/30.1807/08 in: 30.1808; 31/36.1809/10 in: 36.1810; 37/42.1811/12 in: 42.1812;43/48.1813/14 in: 48.1814; 49/54.1815/16 in: 54.1816; 55/60.1817/18 in: 60.1818. :                         Gallica Other editions available: Internetausg.; Annalen der Physik; Druckausg.; Annalen derPhysik Other format available:   Paris : Bibliothèque Nationale; GallicaClass Descriptors:         Dewey: 530.05Other Titles:             Ann. Physik Ann. Phys. (Leipzig) Ann. Phys. (East Germany); Annalen der Physik und der physikalischen Chemie; Annalen der Physik und Chemie; Poggendorffs Annalen; WiedemannsAnnalen der Physik und Chemie; Gesehen am 09.07.09. - Hauptsacht. Neueste F. 1=61.1819 - 16=76.1824: Annalen der Physik und der physikalischen Chemie. - Hauptsacht. [2.F.] 1=77.1824 - [3.F.]69=305.1899: Annalen der Physik und Chemie. - Nebent. teils: Poggendorffs Annalen. - Nebent. teils: Wiedemanns Annalen der Physik und ChemieResponsibility:           hrsg. unter Mitw. der Deutschen Physikalischen Gesellschaft. unter Mitw. ... hrsg. von E. Grüneisen [u.a.].Material Type:            Periodical (per); Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20041027Update:                   20220629Accession No:             OCLC:                     643850654Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	55	Annalen der PhysikPublication	^^^	Leipzig : Barth.	1799-	1799	Online-Ressource [1.F.] 1.1799 - 30.1808; N.F. 2=32.1809 - 30=60.1819; Neueste F. 1=61.1819 - 16=76.1824; [2.F.] 1=77.1824 - 30=106.1836; 2.R. 1=31=107.1834 -30=60=136.1843; 3.R. 1=61=137.1844 - 30=90=166.1853; 4.R. 1=91=167.1854 - 30=120=196.1863; 5.R. 1=121=197.1864 - 30=150=226.1873; 6.R. 1=151=227.1874 - 10=160=236.1877; [3.F.] 1=237.1877 -69=305.1899; 4.F. 1=306.1900 - 87=392.1928; 5.F. 1=393.1929 - 5=396.1930.; Medium: Online-Ressource.	"Descriptor: PhysikGenre/Form: ZeitschriftZeitschrift.Note(s): Urh. früher: Physikalische Gesellschaft zu Berlin./ Digital. Ausg.: Paris : Bibliothèque Nationale. (Gallica)./ Reproduction: Paris/ Bibliothèque Nationale.General Info: Index 7/12.1801/02 in: 12.1802,5; 13/18.1803/04 in: 18.1804; 19/24.1805/06 in: 24.1806; 25/30.1807/08 in: 30.1808; 31/36.1809/10 in: 36.1810; 37/42.1811/12 in: 42.1812;43/48.1813/14 in: 48.1814; 49/54.1815/16 in: 54.1816; 55/60.1817/18 in: 60.1818. : Gallica Other editions available: Internetausg.; Annalen der Physik; Druckausg.; Annalen derPhysik Other format available: Paris : Bibliothèque Nationale; Gallica"	"Urh. früher: Physikalische Gesellschaft zu Berlin./ Digital. Ausg.: Paris : Bibliothèque Nationale. (Gallica)./ Reproduction: Paris/ Bibliothèque Nationale.General Info: Index 7/12.1801/02 in: 12.1802,5; 13/18.1803/04 in: 18.1804; 19/24.1805/06 in: 24.1806; 25/30.1807/08 in: 30.1808; 31/36.1809/10 in: 36.1810; 37/42.1811/12 in: 42.1812;43/48.1813/14 in: 48.1814; 49/54.1815/16 in: 54.1816; 55/60.1817/18 in: 60.1818. : Gallica Other editions available: Internetausg.; Annalen der Physik; Druckausg.; Annalen derPhysik Other format available: Paris : Bibliothèque Nationale; Gallica"	643850654	https://worldcat.org/oclc/643850654	
	"Access:                   http://www.bibliothek.uni-regensburg.de/ezeit/?2380447Availability:             Check the catalogs in your library. Libraries worldwide that own item: 54 Search the HOLLIS CatalogExternal Resources:       Cite This ItemFind Items About:         Zimmermann, Eberhard August Wilhelm von.21Title:                     Annalen der Geographie und StatistikAuthor(s):                Zimmermann, Eberhard August Wilhelm von. ; (Author)Publication:              Braunschweig : Zimmermann, Leipzig : CrusiusYear:                     1790-1792Description:              Online-Ressource Bd. 1.1790 - 3.1792 = Jg. 1-2; damit Ersch. eingest.Language:                 GermanSeries:                   Retrospektive Digitalisierung wissenschaftlicher Rezensionsorgane und Literaturzeitschriften des 18. und 19. Jahrhunderts aus dem deutschen Sprachraum;Standard No:              National Library:         985168838; 2380447-6Access:                   http://www.bibliothek.uni-regensburg.de/ezeit/?2380447http://www.ub.uni-bielefeld.de/diglib/aufkl/anngeostat/index.htmhttp://ds.ub.uni-bielefeld.de/viewer/toc/2075669/1/LOG_0000 Note:                     Kostenfreihttp://opacplus.bsb-muenchen.de/title/602953-x Note:                     KostenfreiNote(s):                  Reproduction:             Digital. Ausg./ Bielefeld/ Universitätsbibliothek,/ 2007-2007./ Report:                   Kir1224General Info:             :                         Retrospektive Digitalisierung wissenschaftlicher Rezensionsorgane und Literaturzeitschriften des 18. und 19. Jahrhunderts aus dem deutschenSprachraum Other format available:   Druckausg.; Annalen der Geographie und StatistikOther Titles:             Nebent.:; Annalen der geographischen und statistischen WissenschaftenResponsibility:           hrsg. von E.A.W. Zimmermann.Material Type:            Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20070803Update:                   20210316Accession No:             OCLC:                     266991996Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	54	Annalen der Geographie und StatistikAuthor(s)	"Zimmermann, Eberhard August Wilhelm von. ; (Author)Publication"	"Braunschweig : Zimmermann, Leipzig : Crusius"	1790-1792	1790	Online-Ressource Bd. 1.1790 - 3.1792 = Jg. 1-2; damit Ersch. eingest.	^^^	^^^	266991996	https://worldcat.org/oclc/266991996	
	"Access:                   http://www.mpier.uni-frankfurt.de/bibliothek/digitalisierung-zeitschriften1703-1830.htmlAvailability:             Check the catalogs in your library. Libraries worldwide that own item: 52 Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Staatswissenschaftliche und juristische Litteraturd. Jahres ... /Publication:              Bayreuth,Year:                     1794-1795Description:              Online-Ressource [1.]1794 - 2.1795.Language:                 GermanSeries:                   Juristische Zeitschriften 1703 - 1830;Standard No:              National Library:         2539525-7Access:                   http://www.mpier.uni-frankfurt.de/bibliothek/digitalisierung-zeitschriften1703-1830.htmlNote(s):                  Reproduction:             Frankfurt, M./ Max-Planck-Institut für Europäische Rechtsgeschichte,/ 2010-2013./ Digital. Ausg.General Info:             Other format available:   Druckausg.; Staatswissenschaftliche und juristische LitteraturClass Descriptors:         Dewey: 340Responsibility:           in e. Gesellschaft von Gelehrten hrsg.Material Type:            Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20100216Update:                   20210319Accession No:             OCLC:                     603646553Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	52	Staatswissenschaftliche und juristische Litteraturd. Jahres ... /Publication	^^^	"Bayreuth,"	1794-1795	1794	Online-Ressource [1.]1794 - 2.1795.	^^^	"Reproduction: Frankfurt, M./ Max-Planck-Institut für Europäische Rechtsgeschichte,/ 2010-2013./ Digital. Ausg.General Info: Other format available: Druckausg.; Staatswissenschaftliche und juristische Litteratur"	603646553	https://worldcat.org/oclc/603646553	
	"Access:                   http://www.mpier.uni-frankfurt.de/bibliothek/digitalisierung-zeitschriften1703-1830.htmlAvailability:             Check the catalogs in your library. Libraries worldwide that own item: 50 Search the HOLLIS CatalogExternal Resources:       Cite This ItemTitle:                     Allgemeine juristische BibliothekPublication:              Tübingen : Cotta,Year:                     1796-1798Description:              Online-Ressource 1.1796 - 4.1798.Language:                 GermanSeries:                   Juristische Zeitschriften 1703 - 1830;Standard No:              Other:                    Kir2607a; VD18 90298217; National Library:         1000314898; 2540202-XAccess:                   http://www.mpier.uni-frankfurt.de/bibliothek/digitalisierung-zeitschriften1703-1830.htmlhttp://hdl.handle.net/11858/00-001M-0000-0028-2F7D-D Note:                     kostenfreihttp://www.bibliothek.uni-regensburg.de/ezeit/?2540202http://hdl.handle.net/hdl:11858/00-001M-0000-0028-2F7D-D Note:                     kostenfreiNote(s):                  Reproduction:             Frankfurt, M./ Max-Planck-Institut für Europäische Rechtsgeschichte,/ 2010-2013./ Digital. Ausg.General Info:             Other format available:   Druckausg.; Allgemeine juristische BibliothekClass Descriptors:         Dewey: 340Responsibility:           von e. Gesellschaft Tübinger Rechtsgelehrter hrsg.Material Type:            Internet resource (url)Document Type:            Serial; Internet ResourceDate of Entry:            20100218Update:                   20210319Accession No:             OCLC:                     603778344Provider:        OCLCDatabase:                 WorldCat--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	50	Allgemeine juristische BibliothekPublication	^^^	"Tübingen : Cotta,"	1796-1798	1796	Online-Ressource 1.1796 - 4.1798.	^^^	"Reproduction: Frankfurt, M./ Max-Planck-Institut für Europäische Rechtsgeschichte,/ 2010-2013./ Digital. Ausg.General Info: Other format available: Druckausg.; Allgemeine juristische Bibliothek"	603778344	https://worldcat.org/oclc/603778344	
